Unnamed: 0,Title,Show,Author,Length,Published,Views,Likes,Comments,Privacy Status,Region Restriction Count,Tag Count,Unnamed: 12,Time
11,PM Narendra Modi's Blazing Campaign Speech | Why PM Says BJP Ready For '370 Paar'? | India Upfront,India_Upfront,TIMES NOW,42m 33s,2024-02-05T18:34:34Z,9123,104,51,1 (blocked),23.0,,,42.55
12,"Faith Leaders Convey 'Ek Bharat, Sreshth Bharat' Message to PM During Parliament Meeting: Umer Ahmed",India_Upfront,TIMES NOW,5m 55s,2024-02-05T18:03:08Z,553,3,0,1 (blocked),17.0,,,5.916666666666667
13,Panelist Claims BJP's Sole Focus is Attacking the I.N.D.I.A Alliance... | Indiaupfront,India_Upfront,TIMES NOW,8m 32s,2024-02-05T16:09:29Z,1342,10,8,1 (blocked),24.0,,,8.533333333333333
14,Modi Ki Guarantee' the Biggest Lie of the Century as All Promises Fail...: Panelist | India Upfront,India_Upfront,TIMES NOW,8m 39s,2024-02-05T15:45:08Z,3974,23,18,1 (blocked),24.0,,,8.65
15,PM Exposes Congress Cancel Culture and Labels it Coalition's Achilles' Heel: Sanju Verma,India_Upfront,TIMES NOW,4m 26s,2024-02-05T15:31:21Z,1625,16,0,1 (blocked),25.0,,,4.433333333333334
16,"I.N.D.I.A. Dragged Down By Own Divides, Opposition Helping PM Modi Go 400 Paar? | India Upfront",India_Upfront,TIMES NOW,11m 12s,2024-02-02T16:16:52Z,11445,117,34,1 (blocked),17.0,,,11.2
17,"Masjid Side Challenged 'Puja In Tehkhana'; Faith Denied, Even After Court's Order? | India Upfront",India_Upfront,TIMES NOW,35m 11s,2024-02-02T16:05:47Z,7667,140,81,1 (blocked),21.0,,,35.18333333333333
18,I.N.D.I.A Joins Forces With JMM | Will Hemant Soren's Arrest Impact Tribal Vote ? | India Upfront,India_Upfront,TIMES NOW,18m 28s,2024-02-01T16:51:06Z,2533,30,30,1 (blocked),18.0,,,18.466666666666665
19,Puja Starts In Gyanvapi Basement After 31 Long Years | BJP Corners SP For 'Stopping Puja'?,India_Upfront,TIMES NOW,29m 48s,2024-02-01T15:59:19Z,19775,374,133,1 (blocked),21.0,,,29.8
20,Champai Soren To Replace Hemant Soren; Jharkhand CM Arrested? | India Upfront,India_Upfront,TIMES NOW,15m 19s,2024-01-31T16:18:57Z,1741,25,5,1 (blocked),20.0,,,15.316666666666666
21,Puja In Gyanvapi Cellars After 31 Years | Growing Mandir Leher Stumps Congress? | India Upfront,India_Upfront,TIMES NOW,27m 31s,2024-01-31T15:59:44Z,18575,330,96,1 (blocked),21.0,,,27.516666666666666
22,Hemant Soren Faces Arrest Over Land Scam Case; 'House Of Cards' In Jharkhand ? | India Upfront,India_Upfront,TIMES NOW,15m 50s,2024-01-30T17:00:17Z,2403,47,10,1 (blocked),21.0,,,15.833333333333334
23,"Akhilesh Yadav Declares Candidate List | After Bengal, Congress Blindsided In U.P? | India Upfront",India_Upfront,TIMES NOW,34m 45s,2024-01-30T16:21:09Z,17184,173,42,1 (blocked),19.0,,,34.75
24,"Ram Mandir And Gyanvapi Disputes Resolved, BJP's Focus On UCC Ahead Of 2024 Polls ? | India Upfront",India_Upfront,TIMES NOW,10m 34s,2024-01-29T16:53:52Z,2679,56,8,1 (blocked),24.0,,,10.566666666666666
25,Nitish Kumar Takes Sharp Right; What's Binding Glue Of I.N.D.I.A Alliance Now? | India Upfront,India_Upfront,TIMES NOW,39m 50s,2024-01-29T16:30:21Z,12603,155,63,1 (blocked),19.0,,,39.833333333333336
26,Mahadev Can Be Seen In Black And White | 'Project Gyanvapi' On Track For 2029? | India Upfront,India_Upfront,TIMES NOW,38m 58s,2024-01-26T17:09:56Z,21640,464,184,1 (blocked),21.0,,,38.96666666666667
27,"BJP-JDU Alliance Finalised In Bihar, Continuing Suspense | Nitish To Be Back By Modi's Side?",India_Upfront,TIMES NOW,9m 38s,2024-01-26T16:03:00Z,3931,35,11,1 (blocked),22.0,,,9.633333333333333
28,PM Modi's Three-Pronged Message Packed Into One Day: Is 2024 Now A One-Horse Race? | India Upfront,India_Upfront,TIMES NOW,36m 51s,2024-01-25T17:41:06Z,9892,78,22,1 (blocked),27.0,,,36.85
29,Rahul Gandhi Chanting 'Muslim Mantra'? | Minority Vote Fight Alienates Allies? | India Upfront,India_Upfront,TIMES NOW,11m 25s,2024-01-25T16:12:41Z,8472,82,31,1 (blocked),17.0,,,11.416666666666666
30,I.N.D.I.A Bloc Moves Towards Implosion | Frenemies Jolt Rahul Gandhi’s Nyay Yatra? | India Upfront,India_Upfront,TIMES NOW,36m 26s,2024-01-24T16:33:31Z,13913,107,56,1 (blocked),18.0,,,36.43333333333333
31,Ram Mandir Devotees Wash Over Ayodhya | Congress Can't See Temple 'Tsunami'? | India Upfront,India_Upfront,TIMES NOW,12m 58s,2024-01-24T16:18:56Z,5985,77,33,1 (blocked),23.0,,,12.966666666666667
32,Opponents Invoke Kafir & Communalism | Modi Plus Mandir Message Ensures 400 Paar?| India Upfront,India_Upfront,TIMES NOW,38m 24s,2024-01-23T16:30:31Z,24891,281,221,1 (blocked),18.0,,,38.4
33,Ram Mandir Politics:Author Minhaz Blows Lid Off Cong Strategy|Will Mandir Boycott Backfire Congress?,India_Upfront,TIMES NOW,11m 36s,2024-01-23T16:09:07Z,26145,242,73,1 (blocked),16.0,,,11.6
34,Actor Anupam Kher Exclusively Answers Baiters From Ayodhya | India Upfront | Ram Mandir News,India_Upfront,TIMES NOW,11m 34s,2024-01-23T01:52:06Z,29737,465,33,1 (blocked),25.0,,,11.566666666666666
35,"Parties Engaging in Negative Politics on Pran Pratishtha Day Will Face Consequences, Says Panelist",India_Upfront,TIMES NOW,6m 29s,2024-01-22T17:15:19Z,13120,164,48,1 (blocked),19.0,,,6.483333333333333
36,Modi Transcends To Hindu Hriday Samrat | Petulant Opposition Left Nitpicking? | India Upfront,India_Upfront,TIMES NOW,15m 11s,2024-01-22T16:50:34Z,4207,35,8,1 (blocked),18.0,,,15.183333333333334
37,K. Annamalai On 'Mere Ram' Beyond Politics | Why Tamil Nadu Won't Forget Jan 22?| India Upfront,India_Upfront,TIMES NOW,25m 18s,2024-01-22T16:06:07Z,213533,6191,912,1 (blocked),21.0,,,25.3
38,"K. Annamalai Declares Ayodhya Event as India's Greatest Moment in Decades, Commends Public Patience",India_Upfront,TIMES NOW,1m 46s,2024-01-22T16:01:57Z,2609,56,6,1 (blocked),22.0,,,1.7666666666666666
39,Dushyant Sridhar Exclusive On Ram Lalla's Murti | Was Second Statue Needed? | India Upfront,India_Upfront,TIMES NOW,16m 18s,2024-01-19T16:17:45Z,46964,787,114,1 (blocked),17.0,,,16.3
40,Congress Pran Pratishtha No Show 'Decoded' | Ram Avoided To Retain Muslim Vote?| India Upfront,India_Upfront,TIMES NOW,32m 25s,2024-01-19T15:51:17Z,15285,154,148,1 (blocked),16.0,,,32.416666666666664
41,Shivpal Yadav Justifies Ayodhya Firing | Desperate I.N.D.I.A Grabs Bhakti Mantle? | India Upfront,India_Upfront,TIMES NOW,35m 54s,2024-01-18T17:09:39Z,7367,88,52,1 (blocked),15.0,,,35.9
42,"Devkinandan Thakur Exclusive With Navika Kumar On Ram, Ramayan & 'Ram Rajya,' | India Upfront",India_Upfront,TIMES NOW,11m 36s,2024-01-18T17:09:31Z,477,12,1,1 (blocked),16.0,,,11.6
43,"12 Days Since Attack, Shahjahan Is Free| West Bengal's 'Sheild' And Cover-Up Exposed?| India Upfront",India_Upfront,TIMES NOW,15m 9s,2024-01-17T16:16:50Z,938,10,5,1 (blocked),16.0,,,15.15
44,Congress' Own Neta Take 'Right' On Mandir Marg| 'Real Bhakts' Expose 'Ballot Bhakts'?| India Upfront,India_Upfront,TIMES NOW,34m 20s,2024-01-17T16:08:51Z,19947,171,63,1 (blocked),18.0,,,34.333333333333336
45,Debunking The Mandir '4 Km Away' Theory | Creating Confusion To Mar Celebrations?| India Upfront,India_Upfront,TIMES NOW,39m 5s,2024-01-16T16:44:32Z,23311,278,169,1 (blocked),19.0,,,39.083333333333336
46,Vinay Shahasrabuddhe On India's Awakening | India Set For Cultural Re-balancing?| India Upfront,India_Upfront,TIMES NOW,11m 58s,2024-01-16T16:15:39Z,830,12,4,1 (blocked),8.0,,,11.966666666666667
47,Politics Continues Over Ram Mandir Invitation | Mandir Monkey Balancing Exposed? | India Upfront,India_Upfront,TIMES NOW,37m 54s,2024-01-15T16:30:13Z,4652,34,35,1 (blocked),18.0,,,37.9
48,Ram Mandir's Trust Treasurer Swami Govind Dev Giri Ji Clears Air On Donations issue | India Upfront,India_Upfront,TIMES NOW,13m 45s,2024-01-15T16:26:50Z,2743,45,27,1 (blocked),18.0,,,13.75
49,What Does Valmiki Ramayan Really Say? On Manuvad And Mere Ram | Manoj Muntashir Shukla Exclusive,India_Upfront,TIMES NOW,20m 13s,2024-01-09T17:56:21Z,858,16,6,1 (blocked),21.0,,,20.216666666666665
50,Unabated Mandir Fearmongering | PM Modi’s Mega Roadshow With UAE President | India Upfront,India_Upfront,TIMES NOW,32m 28s,2024-01-09T16:32:44Z,1805,16,13,1 (blocked),19.0,,,32.46666666666667
51,Mamata's Neta 'Stole' Ration From Poor | ED Attacked In Bengal | Will TMC Act Now? | India Upfront,India_Upfront,TIMES NOW,18m 11s,2024-01-08T17:29:44Z,1805,18,12,1 (blocked),23.0,,,18.183333333333334
52,Congress' Darshan Dilemma Continues | Rahul-Sonia Undermining Hindu Faith For Votes? | India Upfront,India_Upfront,TIMES NOW,30m 52s,2024-01-08T16:50:23Z,5105,30,15,1 (blocked),21.0,,,30.866666666666667
53,India Steeped In Ram's Devotion; But I.N.D.I.A Distancing Mandir To Woo Muslim Vote? | India Upfront,India_Upfront,TIMES NOW,52m 52s,2024-01-05T16:21:50Z,17148,143,125,1 (blocked),22.0,,,52.86666666666667
54,"CM Kejriwal Skips ED Summons, Again | Drama To Deflect 'Damning' Questions? | India Upfront",India_Upfront,TIMES NOW,21m 48s,2024-01-04T15:57:21Z,10881,103,68,1 (blocked),18.0,,,21.8
55,T'gana CM Revanth Reddy Meets Adani Group | ‘Modani’ Attack Compulsive Not Coherent? |India Upfront,India_Upfront,TIMES NOW,16m 11s,2024-01-03T16:12:56Z,9592,93,38,1 (blocked),16.0,,,16.183333333333334
56,Showdown Over Seats And PM Face In I.N.D.I.A Bloc | 'Formula 291' To Deepen Rift? | India Upfront,India_Upfront,TIMES NOW,14m 41s,2024-01-01T16:21:23Z,8757,48,26,1 (blocked),21.0,,,14.683333333333334
57,"I.N.D.I.A Leaders' Insult Continues | Can’t Respect Hindus, But Want Their Votes? | India Upfront",India_Upfront,TIMES NOW,33m 14s,2024-01-01T15:53:42Z,38316,585,432,1 (blocked),17.0,,,33.233333333333334
